player,club,age,pos,pos_group,min,market_value,goals_per90,xg_90,xag_90,output_index_v0,value_index_mv,value_index_mv_log
Sergio Reguilón,Manchester United,26.0,DF,DEF,412.0,12000000.0,0.0,0.04,0.16,0.01508939279476364,0.22633749685900173,0.017596230308599338
Sergio Reguilón,Manchester United,26.0,DF,DEF,412.0,12000000.0,0.0,0.04,0.16,0.01508939279476364,0.22633749685900173,0.017596230308599338
Shandon Baptiste,Brentford,25.0,MF,MID,229.0,2500000.0,0.4,0.35,0.08,0.09997813289476341,7.197907319095991,0.1290017792303299
Simon Adingra,Brighton,21.0,FW,ATT,2222.0,30000000.0,0.24291497975708504,0.17,0.15,0.06607533644666137,0.39644963998212834,0.07295178004295115
Sofyan Amrabat,Manchester United,26.0,"MF,DF",MID,938.0,22000000.0,0.0,0.01,0.03,0.0029840599105801645,0.024414835874271467,0.0033550506487652065
Solly March,Brighton,29.0,"FW,DF",ATT,554.0,18000000.0,0.48387096774193544,0.32,0.16,0.11952362824841528,1.1952243302408503,0.13599751017729525
Son Heung-min,Tottenham Hotspur,31.0,FW,ATT,2934.0,13000000.0,0.5214723926380368,0.37,0.36,0.14515362572046075,2.0097916051687696,0.16844122596161587
Stefan Bajcetic,Liverpool,18.0,MF,MID,26.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Ortega,Manchester City,30.0,GK,GK,635.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Sven Botman,Newcastle United,23.0,DF,DEF,1377.0,45000000.0,0.13071895424836602,0.04,0.07,0.031524209957061046,0.1260963354429024,0.034004107723862816
Sydie Peck,Sheffield United,18.0,MF,MID,10.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tahith Chong,Luton Town,23.0,"MF,FW",ATT,1982.0,6000000.0,0.18181818181818182,0.12,0.02,0.04173418984537844,1.2519881357172817,0.05082900544100664
Taiwo Awoniyi,Nottingham Forest,25.0,FW,ATT,1042.0,28000000.0,0.5172413793103449,0.41,0.15,0.1303147694564469,0.8377324182258986,0.14445547340156625
Takehiro Tomiyasu,Arsenal,24.0,DF,DEF,1149.0,35000000.0,0.15625,0.12,0.03,0.037920205408057364,0.19501719629585693,0.041495024208826094
Tariq Lamptey,Brighton,22.0,"DF,FW",ATT,914.0,12000000.0,0.0,0.04,0.12,0.011936239642320658,0.17904090902117456,0.013919236156261621
Tawanda Chirewa,Wolverhampton,19.0,"MF,FW",ATT,145.0,500000.0,0.0,0.1,0.02,0.007768527038700764,2.795663295146022,0.01125312204997476
Teden Mengi,Luton Town,21.0,DF,DEF,2469.0,12000000.0,0.03649635036496351,0.02,0.01,0.008596021443672294,0.12893838757927073,0.010024099386756373
Thiago Alcántara,Liverpool,32.0,MF,MID,6.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Silva,Chelsea,38.0,DF,DEF,2527.0,1000000.0,0.10676156583629892,0.03,0.04,0.02422782013403374,4.360222784024948,0.033334494636289604
Thilo Kehrer,West Ham United,26.0,"DF,MF",MID,22.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Cannon,Everton,20.0,FW,ATT,1.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Kaminski,Luton Town,30.0,GK,GK,3405.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Partey,Arsenal,30.0,"MF,DF",MID,788.0,18000000.0,0.0,0.05,0.03,0.005460840095571873,0.05460785487716996,0.006213504955945516
Thomas Strakosha,Brentford,28.0,GK,GK,135.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Iroegbunam,Aston Villa,20.0,MF,MID,164.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Ream,Fulham,35.0,DF,DEF,1503.0,800000.0,0.059880239520958084,0.06,0.0,0.01449361338694864,3.2603294379399075,0.020268799911580402
Timo Werner,Tottenham Hotspur,27.0,FW,ATT,809.0,17000000.0,0.2222222222222222,0.41,0.3,0.08903564552348739,0.9427203826211094,0.10165519221858736
Timothy Castagne,Fulham,27.0,DF,DEF,2634.0,17000000.0,0.034129692832764506,0.06,0.07,0.015376533001703056,0.16280862557376158,0.01755593963241647
Tom Cairney,Fulham,32.0,MF,MID,1488.0,2000000.0,0.06060606060606061,0.07,0.14,0.026279492262013204,2.364941458849892,0.0344299389842434
Tom Davies,Sheffield United,25.0,MF,MID,221.0,5000000.0,0.0,0.14,0.03,0.01103359551180322,0.39719513939989753,0.013596899852716447
Tom Lockyer,Luton Town,28.0,DF,DEF,1169.0,2500000.0,0.07692307692307693,0.08,0.05,0.022741155651152534,1.637245325219567,0.029342911852939843
Tomáš Souček,West Ham United,28.0,MF,MID,2870.0,30000000.0,0.219435736677116,0.21,0.05,0.0564429699978417,0.3386557880523219,0.06231697564759796
Tommy Doyle,Wolverhampton,21.0,MF,MID,1222.0,10000000.0,0.0,0.03,0.03,0.004222450003076019,0.07600273200619223,0.004979633443156361
Tosin Adarabioyo,Fulham,25.0,DF,DEF,1617.0,20000000.0,0.1111111111111111,0.04,0.01,0.023265068465102453,0.2093837317323365,0.026305776373611672
Toti Gomes,Wolverhampton,24.0,DF,DEF,2772.0,13000000.0,0.032467532467532464,0.05,0.04,0.0120932842255008,0.16744315544785873,0.014033460140834014
Trent Alexander-Arnold,Liverpool,24.0,DF,DEF,2155.0,70000000.0,0.12552301255230125,0.11,0.3,0.05305393640242614,0.1364240570872347,0.05582775883333245
Trevoh Chalobah,Chelsea,24.0,DF,DEF,952.0,13000000.0,0.09433962264150944,0.02,0.01,0.019007810449285845,0.2631814237088604,0.022057312581978523
Tyler Adams,Bournemouth,24.0,MF,MID,121.0,15000000.0,0.0,0.0,0.06,0.0047297297286644745,0.056756075671065644,0.005441006993226087
Tyler Onyango,Everton,20.0,MF,MID,1.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrick Mitchell,Crystal Palace,23.0,"DF,MF",MID,3204.0,25000000.0,0.056179775280898875,0.04,0.08,0.01889544603639453,0.1360462319291707,0.02108517797882634
Tyrone Mings,Aston Villa,30.0,DF,DEF,30.0,13000000.0,0.0,0.02,0.07,0.006756408109271075,0.09354897083492641,0.007840366779499626
Łukasz Fabiański,West Ham United,38.0,GK,GK,721.0,13000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentín Barco,Brighton,19.0,"DF,FW",ATT,307.0,13000000.0,0.0,0.05,0.07,0.008613993248014857,0.11926902432448432,0.009995972032520707
Valentino Livramento,Newcastle United,20.0,DF,DEF,1314.0,13000000.0,0.0684931506849315,0.03,0.05,0.018127793697653674,0.2509967450895035,0.021036111080631616
Victor Lindelöf,Manchester United,29.0,DF,DEF,1328.0,15000000.0,0.06756756756756756,0.05,0.02,0.016834713964758424,0.2020141434073802,0.01936639124558937
Vinicius Souza,Sheffield United,24.0,MF,MID,2668.0,13000000.0,0.03378378378378378,0.02,0.01,0.008107759459255248,0.11225973045495867,0.009408521050303577
Virgil van Dijk,Liverpool,32.0,DF,DEF,3177.0,30000000.0,0.056657223796034,0.08,0.04,0.018305013801633203,0.10982942383325622,0.020210011970471082
Vitaliy Mykolenko,Everton,24.0,DF,DEF,2469.0,28000000.0,0.07299270072992702,0.06,0.03,0.01921872126795119,0.12354812819886209,0.021304181333509566
Vitaly Janelt,Brentford,25.0,"MF,DF",MID,3054.0,22000000.0,0.029498525073746312,0.05,0.14,0.01944174577594052,0.1590675276142874,0.021858824465094517
Vitinho,Burnley,24.0,"DF,MF",MID,2314.0,7000000.0,0.0,0.06,0.05,0.007656611718041292,0.19687923871206633,0.009233956774436771
Vladimír Coufal,West Ham United,30.0,DF,DEF,3132.0,8000000.0,0.0,0.01,0.11,0.009290366215466129,0.209028536705912,0.011110156847345532
Wataru Endo,Liverpool,30.0,MF,MID,1722.0,13000000.0,0.05235602094240837,0.03,0.09,0.018376263497604364,0.2544370485307731,0.0213244439246126
Wes Foderingham,Sheffield United,32.0,GK,GK,2649.0,900000.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Hughes,Crystal Palace,28.0,MF,MID,1891.0,9000000.0,0.0,0.02,0.05,0.005179831533049584,0.10359455876981627,0.006148889650466342
William Osula,Sheffield United,19.0,FW,ATT,786.0,3000000.0,0.0,0.19,0.01,0.012552994166821364,0.7531344619415653,0.015999122012589954
William Saliba,Arsenal,22.0,DF,DEF,3420.0,80000000.0,0.05263157894736842,0.04,0.01,0.012738752679839295,0.028662129039848078,0.013306411167816655
Willian,Fulham,34.0,FW,ATT,2053.0,3000000.0,0.17543859649122806,0.22,0.17,0.058602139271126556,3.5159174012235197,0.07468997148709386
Willy Boly,Nottingham Forest,32.0,DF,DEF,1438.0,2500000.0,0.125,0.09,0.08,0.03437906171211731,2.4751142350475233,0.044359301386440834
Willy Kambwala,Manchester United,18.0,DF,DEF,330.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilson Odobert,Burnley,18.0,"MF,FW",ATT,2098.0,10000000.0,0.12875536480686695,0.12,0.14,0.04164234224449123,0.7495486685248087,0.04910978222145173
Yasser Larouci,Sheffield United,22.0,DF,DEF,531.0,3000000.0,0.0,0.04,0.05,0.006418221625545438,0.385070193321127,0.008180192671669724
Yehor Yarmoliuk,Brentford,19.0,MF,MID,688.0,13000000.0,0.0,0.13,0.01,0.0088378238893338,0.12236817490835389,0.010255712755113094
Yoane Wissa,Brentford,26.0,FW,ATT,2493.0,28000000.0,0.4332129963898917,0.38,0.14,0.11254378710996084,0.7234911232639558,0.12475612789851881
Youri Tielemans,Aston Villa,26.0,"MF,FW",ATT,1622.0,25000000.0,0.1111111111111111,0.07,0.14,0.03537040134928593,0.25466505612645457,0.03946936241651794
Youssef Chermiti,Everton,19.0,FW,ATT,208.0,9000000.0,0.0,0.31,0.34,0.045996848229451104,0.9199185662176976,0.05460207387587166
Yves Bissouma,Tottenham Hotspur,26.0,MF,MID,2068.0,35000000.0,0.0,0.06,0.02,0.005291746853709055,0.027214558144204683,0.005790611138276679
Zack Nelson,Luton Town,18.0,"MF,DF",MID,7.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeki Amdouni,Burnley,22.0,FW,ATT,1953.0,12000000.0,0.2304147465437788,0.27,0.07,0.06371093862675957,0.9556497446552237,0.07429539176967653
